Family,Name,Base Ticker,Dissemination(s),Learn more
Benchmark Reference Rate,Kaiko MOVR Reference Rate,KK_RFR_MOVRUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MOVRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko POWR Reference Rate,KK_RFR_POWRUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_POWRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko REPV2 Reference Rate,KK_RFR_REPV2USD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_REPV2USD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko XYO Reference Rate,KK_RFR_XYOUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_XYOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko YGG Reference Rate,KK_RFR_YGGUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_YGGUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko COTI Reference Rate,KK_RFR_COTIUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_COTIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko FLOW Reference Rate,KK_RFR_FLOWUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_FLOWUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko INJ Reference Rate,KK_RFR_INJUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_INJUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko XRD Reference Rate,KK_RFR_XRDUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_XRDUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko XAUT Reference Rate,KK_RFR_XAUTUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_XAUTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ALI Reference Rate,KK_RFR_ALIUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ALIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko 1INCH Reference Rate,KK_RFR_1INCHUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_1INCHUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko AMP Reference Rate,KK_RFR_AMPUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_AMPUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko AVAX Reference Rate,KK_RFR_AVAXUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_AVAXUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko CELR Reference Rate,KK_RFR_CELRUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_CELRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko EUL Reference Rate,KK_RFR_EULUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_EULUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko QNT Reference Rate ,KK_RFR_QNTUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_QNTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PSG Reference Rate,KK_RFR_PSGUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PSGUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko RARE Reference Rate,KK_RFR_RAREUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_RAREUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko RSR Reference Rate,KK_RFR_RSRUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_RSRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SOL Reference Rate,KK_RFR_SOLUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SOLUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko TRB Reference Rate,KK_RFR_TRBUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_TRBUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko GAL Reference Rate,KK_RFR_GALUSD,"Daily Fixing LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_GALUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ACH Reference Rate,KK_RFR_ACHUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ACHUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BLZ Reference Rate,KK_RFR_BLZUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BLZUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SYN Reference Rate,KK_RFR_SYNUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SYNUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko DOGE Reference Rate ,KK_RFR_DOGEUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_DOGEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ENS Reference Rate,KK_RFR_ENSUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ENSUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko LSETH Reference Rate,KK_RFR_LSETHUSD,"Daily Fixing LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_LSETHUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SAMO Reference Rate,KK_RFR_SAMOUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SAMOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BOND Reference Rate,KK_RFR_BONDUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BONDUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BONK Reference Rate,KK_RFR_BONKUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BONKUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko HNT Reference Rate,KK_RFR_HNTUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_HNTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ADA Benchmark Reference Rate,KK_BRR_ADAUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_ADAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko LUNA Reference Rate,KK_RFR_LUNAUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_LUNAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MOBILE Reference Rate,KK_RFR_MOBILEUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MOBILEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko NODL Reference Rate,KK_RFR_NODLUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_NODLUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SUI Reference Rate ,KK_RFR_SUIUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SUIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SC Reference Rate,KK_RFR_SCUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SCUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko USDC Reference Rate,KK_RFR_USDCUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_USDCUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko STORJ Reference Rate,KK_RFR_STORJUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_STORJUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko OCEAN Reference Rate,KK_RFR_OCEANUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_OCEANUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko POPCAT Reference Rate,KK_RFR_POPCATUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_POPCATUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko FLR Reference Rate ,KK_RFR_FLRUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_FLRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko FIS Reference Rate,KK_RFR_FISUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_FISUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko TRAC Reference Rate,KK_RFR_TRACUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_TRACUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko DASH Reference Rate ,KK_RFR_DASHUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_DASHUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SUI Benchmark Reference Rate,KK_BRR_SUIUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_SUIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko LMWR Reference Rate,KK_RFR_LMWRUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_LMWRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MASK Reference Rate,KK_RFR_MASKUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MASKUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko REP Reference Rate,KK_RFR_REPUSD,Daily Fixing LDN,"<a href=""https://explorer.kaiko.com/rates/KK_RFR_REPUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SUPER Reference Rate ,KK_RFR_SUPERUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SUPERUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko XNO Reference Rate,KK_RFR_XNOUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_XNOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ALICE Reference Rate,KK_RFR_ALICEUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ALICEUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ICX Reference Rate,KK_RFR_ICXUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ICXUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko IOTX Reference Rate,KK_RFR_IOTXUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_IOTXUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PYUSD Reference Rate ,KK_RFR_PYUSDUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PYUSDUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ZIL Reference Rate,KK_RFR_ZILUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ZILUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko FLR Benchmark Reference Rate,KK_BRR_FLRUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_FLRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ALPHA Reference Rate,KK_RFR_ALPHAUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ALPHAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko API3 Reference Rate,KK_RFR_API3USD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_API3USD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko GNO Reference Rate ,KK_RFR_GNOUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_GNOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko KSM Reference Rate,KK_RFR_KSMUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_KSMUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MANA Reference Rate,KK_RFR_MANAUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MANAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko POLIS Reference Rate,KK_RFR_POLISUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_POLISUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko QI Reference Rate,KK_RFR_QIUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_QIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko TIA Reference Rate,KK_RFR_TIAUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_TIAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko USTC Reference Rate,KK_RFR_USTCUSD,"Daily Fixing LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_USTCUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko CHZ Benchmark Reference Rate,KK_BRR_CHZUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_BRR_CHZUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko EWT Reference Rate,KK_RFR_EWTUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_EWTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ACA Reference Rate,KK_RFR_ACAUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ACAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko AKT Reference Rate,KK_RFR_AKTUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_AKTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BAND Reference Rate,KK_RFR_BANDUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BANDUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BAT Reference Rate,KK_RFR_BATUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BATUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BCHN Reference Rate,KK_RFR_BCHNUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BCHNUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko KARRAT Reference Rate,KK_RFR_KARRATUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_KARRATUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko YFI Reference Rate ,KK_RFR_YFIUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_YFIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko NFT Reference Rate,KK_RFR_NFTUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_NFTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MULTI Reference Rate,KK_RFR_MULTIUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MULTIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MXC Reference Rate ,KK_RFR_MXCUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MXCUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko NTRN Reference Rate,KK_RFR_NTRNUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_NTRNUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko FLOKI Benchmark Reference Rate ,KK_BRR_FLOKIUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_FLOKIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko AXL Reference Rate ,KK_RFR_AXLUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_AXLUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ADX Reference Rate,KK_RFR_ADXUSD,"Daily Fixing LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ADXUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BOBA Reference Rate,KK_RFR_BOBAUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BOBAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko POND Reference Rate,KK_RFR_PONDUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PONDUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MANA Benchmark Reference Rate ,KK_BRR_MANAUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_MANAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SUSHI Benchmark Reference Rate ,KK_BRR_SUSHIUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_BRR_SUSHIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BIT Reference Rate,KK_RFR_BITUSD,"Daily Fixing LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BITUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko REZ Reference Rate ,KK_RFR_REZUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_REZUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ZK Reference Rate,KK_RFR_ZKUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ZKUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko EGLD Reference Rate,KK_RFR_EGLDUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_EGLDUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko IO Reference Rate,KK_RFR_IOUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_IOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko LEO Reference Rate,KK_RFR_LEOUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_LEOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko JUNO Reference Rate,KK_RFR_JUNOUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_JUNOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko THETA Reference Rate,KK_RFR_THETAUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_THETAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko KEY Reference Rate,KK_RFR_KEYUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_KEYUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SUN Reference Rate,KK_RFR_SUNUSD,Daily Fixing LDN,"<a href=""https://explorer.kaiko.com/rates/KK_RFR_SUNUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko AERO Reference Rate,KK_RFR_AEROUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_AEROUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PYR Reference Rate,KK_RFR_PYRUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PYRUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ATH Reference Rate,KK_RFR_ATHUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ATHUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko LQTY Reference Rate,KK_RFR_LQTYUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_LQTYUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko GST Reference Rate,KK_RFR_GSTUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_GSTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko SEI Reference Rate ,KK_RFR_SEIUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_SEIUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko LOKA Reference Rate,KK_RFR_LOKAUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_LOKAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko JTO Reference Rate,KK_RFR_JTOUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_JTOUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko DYM Reference Rate,KK_RFR_DYMUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_DYMUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ACX Reference Rate,KK_RFR_ACXUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ACXUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko BLAST Reference Rate,KK_RFR_BLASTUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_BLASTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko GMX Reference Rate,KK_RFR_GMXUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_GMXUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko KIN Reference Rate,KK_RFR_KINUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_KINUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko MNT Reference Rate,KK_RFR_MNTUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_MNTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko ALT Reference Rate,KK_RFR_ALTUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_ALTUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PDA Reference Rate,KK_RFR_PDAUSD,"Daily Fixing LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PDAUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko PRCL Reference Rate,KK_RFR_PRCLUSD,"Daily Fixing SGP, LDN, NYC","<a href=""https://explorer.kaiko.com/rates/KK_RFR_PRCLUSD"" target=""_blank"">Explore performance</a>"
Benchmark Reference Rate,Kaiko FLUX Reference Rate,KK_RFR_FLUXUSD,"Daily Fixing SGP, LDN, NYC, Real-time (5s)","<a href=""https://explorer.kaiko.com/rates/KK_RFR_FLUXUSD"" target=""_blank"">Explore performance</a>"
